äÓèÄì˙,äÓèÄâøäz,ëOì˙î‰,èÉéëéYëçäz,íºãﬂåàéZì˙,íºãﬂï™îzã‡,ï™îzã‡çƒìäéëäÓèÄâøäz
20260120,82864.00,333,1028831737591,20250130,0,82864
20260121,80557.00,-2307,1000189841608,20250130,0,80557
20260122,80613.00,56,1001767232137,20250130,0,80613
20260123,81540.00,927,1013217292209,20250130,0,81540
20260126,80446.00,-1094,999594092261,20250130,0,80446
20260127,80948.00,502,1006106486173,20250130,0,80948
20260128,80832.00,-116,1004851660174,20250130,0,80832
20260129,80653.00,-179,1003308647152,20250130,0,80653
20260130,80230.00,-423,998409818595,20260130,0,80230
20260202,80371.00,141,999438349857,20260130,0,80371
20260203,80572.00,201,1000615043249,20260130,0,80572
20260204,79547.00,-1025,991298822033,20260130,0,79547
20260205,77995.00,-1552,973251122960,20260130,0,77995
20260206,76106.00,-1889,949578392333,20260130,0,76106
20260209,77479.00,1373,966030696102,20260130,0,77479
20260210,78351.00,872,975410548741,20260130,0,78351
20260212,75787.00,-2564,950564854556,20260130,0,75787
20260213,73603.00,-2184,924454431418,20260130,0,73603
20260216,73396.00,-207,923354806099,20260130,0,73396
20260217,73515.00,119,924787348298,20260130,0,73515
20260218,73710.00,195,927247799374,20260130,0,73710
20260219,75113.00,1403,946058634194,20260130,0,75113
20260220,75188.00,75,947667163240,20260130,0,75188
20260224,73697.00,-1491,929577074590,20260130,0,73697
20260225,74576.00,879,941641375906,20260130,0,74576
20260226,76467.00,1891,966474926750,20260130,0,76467
20260227,75844.00,-623,959090605313,20260130,0,75844
20260302,76344.00,500,966298181757,20260130,0,76344
20260303,77692.00,1348,984048599336,20260130,0,77692
20260304,77817.00,125,989951927303,20260130,0,77817
20260305,78578.00,761,1000734131733,20260130,0,78578
20260306,79694.00,1116,1014638431275,20260130,0,79694
20260309,79654.00,-40,1015283722752,20260130,0,79654
20260310,80116.00,462,1021879794830,20260130,0,80116
20260311,80162.00,46,1028502818770,20260130,0,80162
20260312,80553.00,391,1034245873750,20260130,0,80553
20260313,79710.00,-843,1023844263326,20260130,0,79710
20260316,78574.00,-1136,1010913240246,20260130,0,78574
20260317,79097.00,523,1017776595402,20260130,0,79097
20260318,79302.00,205,1020853797007,20260130,0,79302
20260319,78757.00,-545,1014176070547,20260130,0,78757
20260323,76365.00,-2392,983636378324,20260130,0,76365
20260324,77110.00,745,993409646178,20260130,0,77110
20260325,75664.00,-1446,975255528943,20260130,0,75664
20260326,76335.00,671,984374958267,20260130,0,76335
20260327,73949.00,-2386,954662525030,20260130,0,73949
20260330,72481.00,-1468,936345658147,20260130,0,72481
20260331,71364.00,-1117,922524408188,20260130,0,71364
20260401,74233.00,2869,960230726363,20260130,0,74233
20260402,75257.00,1024,973944282004,20260130,0,75257
20260403,76109.00,852,989551195093,20260130,0,76109
20260406,76140.00,31,991773717666,20260130,0,76140
20260407,76661.00,521,998556937985,20260130,0,76661
20260408,76707.00,46,1002368963418,20260130,0,76707
20260409,78755.00,2048,1032764576684,20260130,0,78755
20260410,79796.00,1041,1050435718308,20260130,0,79796
20260413,80760.00,964,1064832074609,20260130,0,80760
20260414,81455.00,695,1075044612163,20260130,0,81455
20260415,83874.00,2419,1109377046112,20260130,0,83874
20260416,85413.00,1539,1130096386606,20260130,0,85413
20260417,85982.00,569,1138854395150,20260130,0,85982
20260420,85971.00,-11,1139423480939,20260130,0,85971
20260421,85046.00,-925,1127396802472,20260130,0,85046
20260422,84762.00,-284,1124471780944,20260130,0,84762
20260423,87369.00,2607,1159035982167,20260130,0,87369
20260424,86171.00,-1198,1143290136422,20260130,0,86171
20260427,87543.00,1372,1161745848891,20260130,0,87543
20260428,88151.00,608,1170054215212,20260130,0,88151
20260430,87680.00,-471,1164409108003,20260130,0,87680
20260501,85882.00,-1798,1140908787886,20260130,0,85882
20260507,89123.00,3241,1184353839875,20260130,0,89123
20260508,89214.00,91,1189807293845,20260130,0,89214
20260511,91530.00,2316,1225642845537,20260130,0,91530
20260512,91867.00,337,1233182690500,20260130,0,91867
20260513,91444.00,-423,1227961306006,20260130,0,91444
20260514,92759.00,1315,1246984626933,20260130,0,92759
20260515,93756.00,997,1260453969542,20260130,0,93756
20260518,92374.00,-1382,1241908483224,20260130,0,92374
20260519,91657.00,-717,1233338275882,20260130,0,91657
20260520,90974.00,-683,1224562190554,20260130,0,90974
20260521,92225.00,1251,1241796748907,20260130,0,92225
20260522,92919.00,694,1251863277348,20260130,0,92919
20260525,92232.00,-687,1243187826209,20260130,0,92232
20260526,92294.00,62,1244343652882,20260130,0,92294
20260527,95092.00,2798,1282070053384,20260130,0,95092
20260528,96049.00,957,1294791287108,20260130,0,96049
20260529,96920.00,871,1306409195184,20260130,0,96920
20260601,98824.00,1904,1332371370842,20260130,0,98824
20260602,100373.00,1549,1354119293476,20260130,0,100373
20260603,100136.00,-237,1355386740895,20260130,0,100136
20260604,98895.00,-1241,1339998075044,20260130,0,98895
20260605,96733.00,-2162,1312064035054,20260130,0,96733
20260608,91803.00,-4930,1245442451860,20260130,0,91803
20260609,93193.00,1390,1265235586602,20260130,0,93193
20260610,92032.00,-1161,1255234496324,20260130,0,92032
20260611,89787.00,-2245,1226421333318,20260130,0,89787
20260612,91955.00,2168,1257375201724,20260130,0,91955
20260615,91178.00,-777,1247253276604,20260130,0,91178
20260616,95344.00,4166,1307381954971,20260130,0,95344
20260617,93486.00,-1858,1283340077971,20260130,0,93486
20260618,92681.00,-805,1272537141568,20260130,0,92681
20260619,95656.00,2975,1314134604135,20260130,0,95656
20260622,95905.00,249,1317580483613,20260130,0,95905
20260623,93405.00,-2500,1283232095773,20260130,0,93405
20260624,91111.00,-2294,1250590962362,20260130,0,91111
20260625,90475.00,-636,1240729847256,20260130,0,90475
20260626,89761.00,-714,1230908956622,20260130,0,89761
20260629,90186.00,425,1237533058979,20260130,0,90186
20260630,91888.00,1702,1260308907163,20260130,0,91888
20260701,92691.00,803,1271646625919,20260130,0,92691
20260702,93722.00,1031,1285888250964,20260130,0,93722
20260703,92864.00,-858,1277132409692,20260130,0,92864
20260706,93039.00,175,1280292047432,20260130,0,93039
20260707,94387.00,1348,1298838028644,20260130,0,94387
20260708,94568.00,181,1302660942094,20260130,0,94568
20260709,94813.00,245,1308729336356,20260130,0,94813
20260710,95596.00,783,1322297279604,20260130,0,95596
20260713,95905.00,309,1327259375222,20260130,0,95905
20260714,95179.00,-726,1317771781921,20260130,0,95179
20260715,96252.00,1073,1334618160874,20260130,0,96252
20260716,97340.00,1088,1349741313168,20260130,0,97340
20260717,95884.00,-1456,1330343558736,20260130,0,95884
20260721,94556.00,-1328,1312094255291,20260130,0,94556
20260722,95920.00,1364,1330902045860,20260130,0,95920
20260723,94864.00,-1056,1316788235100,20260130,0,94864
20260724,93562.00,-1302,1298915960613,20260130,0,93562
20260727,92689.00,-873,1286933877854,20260130,0,92689
20260728,93227.00,538,1294741232744,20260130,0,93227
20260729,92422.00,-805,1284469254734,20260130,0,92422
20260730,90759.00,-1663,1261527984511,20260130,0,90759
20260731,91805.00,1046,1275756728597,20260130,0,91805
20260803,90492.00,-1313,1257261185764,20260130,0,90492
20260804,94037.00,3545,1307163165200,20260130,0,94037
20260805,98254.00,4217,1371164759939,20260130,0,98254
20260806,97877.00,-377,1366990835575,20260130,0,97877
20260807,98332.00,455,1373973857198,20260130,0,98332
20260810,99524.00,1192,1390350985572,20260130,0,99524
20260812,99640.00,116,1394801178762,20260130,0,99640
20260813,99084.00,-556,1391245774523,20260130,0,99084
20260814,101036.00,1952,1420676343591,20260130,0,101036
20260817,99867.00,-1169,1404279356813,20260130,0,99867
20260818,99265.00,-602,1396086376767,20260130,0,99265
20260819,97888.00,-1377,1377940012623,20260130,0,97888
20260820,97884.00,-4,1377859380245,20260130,0,97884
20260821,97970.00,86,1379267691194,20260130,0,97970
20260824,98161.00,191,1382807919939,20260130,0,98161
20260825,97668.00,-493,1376194851423,20260130,0,97668
20260826,98212.00,544,1384308024726,20260130,0,98212
20260827,98519.00,307,1389297102196,20260130,0,98519
20260828,100206.00,1687,1413613641709,20260130,0,100206
20260831,101309.00,1103,1429567080733,20260130,0,101309
20260901,100727.00,-582,1421977244427,20260130,0,100727
20260902,100057.00,-670,1412615162616,20260130,0,100057
20260903,99198.00,-859,1403786881921,20260130,0,99198
20260904,99147.00,-51,1404005288153,20260130,0,99147
20260907,98318.00,-829,1393011737981,20260130,0,98318
20260908,96924.00,-1394,1373856734881,20260130,0,96924
20260909,96011.00,-913,1360922533705,20260130,0,96011
20260910,96107.00,96,1369125627189,20260130,0,96107
20260911,95930.00,-177,1367668984758,20260130,0,95930
