date,rakuten-sp_start_100,rakuten-nasdaq_start_100
2026-02-19,149.91361437456808,154.51
2026-02-20,149.85314443676572,154.26
2026-02-24,149.04975812024878,153.42
2026-02-25,151.14892881824466,156.06
2026-02-26,152.69523151347616,158.6
2026-02-27,151.5463026952315,156.4
2026-03-02,151.60677263303387,156.67
2026-03-03,152.60020732550103,157.85
2026-03-04,151.34761575673807,156.31
2026-03-05,151.46855563234277,157.59
2026-03-06,151.43400138217,157.98000000000002
2026-03-09,150.64789219073947,156.86
2026-03-10,150.9675190048376,157.95
2026-03-11,151.14029025570147,158.39000000000001
2026-03-12,151.84001382170007,159.3
2026-03-13,149.68901174844507,156.72
2026-03-16,148.96337249481687,155.92
2026-03-17,150.43192812715964,157.62
2026-03-18,150.6392536281963,158.24
2026-03-19,149.23116793365585,156.66
2026-03-23,146.24222529371113,152.93
2026-03-24,146.95922598479615,153.79
2026-03-25,146.57912923289564,152.78
2026-03-26,148.17726330338633,154.64
2026-03-27,145.6720801658604,151.02
2026-03-30,143.59018659295094,148.48
2026-03-31,142.9336558396683,147.23
2026-04-01,146.17311679336558,151.31
2026-04-02,147.08880442294404,152.96
2026-04-03,148.16862474084311,154.07999999999998
2026-04-06,148.22909467864548,154.14000000000001
2026-04-07,148.98064961990326,155.17000000000002
2026-04-08,147.9612992398065,154.06
2026-04-09,151.9350380096752,158.79000000000002
2026-04-10,153.2480995162405,160.32
2026-04-13,153.64547339322735,161.12
2026-04-14,154.57843814789217,162.17
2026-04-15,156.09018659295094,164.76999999999998
2026-04-16,157.25639253628196,166.98999999999998
2026-04-17,158.25846579129234,168.42999999999998
2026-04-20,159.75293711126469,170.16
2026-04-21,159.3814789219074,169.64
2026-04-22,158.5608154803041,169.14000000000001
2026-04-23,160.38355217691776,172.23999999999998
2026-04-24,160.20214236351072,171.76
2026-04-27,161.19557705597788,174.78
2026-04-28,161.36834830684174,174.78
2026-04-30,161.37698686938492,174.95000000000002
2026-05-01,159.7270214236351,173.06
2026-05-07,162.41361437456808,179.44
2026-05-08,162.4827228749136,179.99
2026-05-11,163.83033863165167,184.17
2026-05-12,164.58189357290948,185.21
2026-05-13,164.72011057360055,184.04
2026-05-14,165.77401520387008,186.06
2026-05-15,167.75224602626122,188.21
2026-05-18,166.16275051831374,185.84
2026-05-19,166.1022805805114,185.07
2026-05-20,164.99654457498272,183.95999999999998
2026-05-21,166.69834139599172,186.91
2026-05-22,167.25120939875603,187.57999999999998
2026-05-25,167.58811333794057,188.04000000000002
2026-05-26,167.70041465100206,188.17
2026-05-27,169.06530753282652,191.86
2026-05-28,169.45404284727022,192.08
2026-05-29,170.13648928818245,193.35999999999999
2026-06-01,170.58569454042848,194.15
2026-06-02,171.37180373185902,195.67000000000002
2026-06-03,171.84692467173463,196.89000000000001
2026-06-04,170.5770559778853,196.32
2026-06-05,171.34588804422944,195.38
2026-06-08,167.1907394609537,186.46
2026-06-09,167.63130615065654,189.34
2026-06-10,167.33759502418798,187.35999999999999
2026-06-11,164.79785763648928,183.83
2026-06-12,167.23393227366967,189.38
2026-06-15,168.08051140290257,190.6
2026-06-16,171.00034554250172,196.58
2026-06-17,170.22287491361436,193.09
2026-06-18,168.52971665514858,191.59
2026-06-19,170.73255010366276,196.77
2026-06-22,171.1817553559088,197.3
2026-06-23,170.59433310297166,196.96
2026-06-24,168.17553559087767,190.51
2026-06-25,168.18417415342086,189.87
2026-06-26,168.25328265376643,191.39
2026-06-29,168.011402902557,189.12
2026-06-30,170.6634416033172,194.14000000000001
2026-07-01,172.39115411195579,197.84
2026-07-02,171.93331029716654,194.70000000000002
2026-07-03,170.48203178991014,189.92
2026-07-06,170.8102971665515,190.29
2026-07-07,172.65894955079474,193.37
2026-07-08,172.13199723565998,190.22
2026-07-09,171.82964754664823,190.94
2026-07-10,172.80580511402903,193.56
2026-07-13,173.53144436765723,194.18
2026-07-14,172.38251554941257,190.78
2026-07-15,172.848997926745,192.68
2026-07-16,173.57463718037317,192.19
2026-07-17,172.99585348997925,189.42000000000002
2026-07-21,170.97442985487214,186.71
2026-07-22,173.17726330338633,191.07
2026-07-23,172.85763648928818,189.94
2026-07-24,171.69143054595713,187.39
2026-07-27,171.45818935729096,184.88
2026-07-28,171.6309606081548,184.44
2026-07-29,171.84692467173463,182.49
2026-07-30,169.05666897028334,178.54000000000002
2026-07-31,168.93572909467863,181.39000000000001
2026-08-03,164.91015894955078,176.89
2026-08-04,169.1085003455425,181.91
2026-08-05,172.28749136143747,188.13
2026-08-06,172.25293711126469,186.84
2026-08-07,172.87491361437458,187.12
2026-08-10,173.22909467864548,188.54999999999998
2026-08-12,174.11886662059433,188.98999999999998
2026-08-13,174.59398756046994,190.39
2026-08-14,175.76019350380096,192.6
2026-08-17,175.13821700069107,191.98
2026-08-18,174.67173462335867,192.13
2026-08-19,173.4018659295093,188.82000000000002
2026-08-20,172.7366966136835,187.29
2026-08-21,171.96786454733933,186.73
2026-08-24,172.36523842432618,186.95999999999998
2026-08-25,172.3393227366966,185.63
2026-08-26,172.78852798894263,186.7
2026-08-27,172.8144436765722,186.86
2026-08-28,174.2916378714582,189.78
2026-08-31,174.54215618521079,189.19
2026-09-01,173.73013130615064,189.08
2026-09-02,173.03904630269523,187.21
2026-09-03,172.1233586731168,185.79000000000002
2026-09-04,170.63752591568763,184.38000000000002
2026-09-07,170.3092605390463,185.10999999999999
2026-09-08,167.8991015894955,182.48
2026-09-09,166.9229440221147,182.26
2026-09-10,166.11091914305462,181.70999999999998
2026-09-11,166.13683483068417,180.85
