äÓèÄì˙,äÓèÄâøäz(â~),ï™îzã‡çƒìäéëäÓèÄâøäz(â~),èÉéëéYëçäz(â≠â~),ï™îzã‡(â~)
2021/12/29,15682,15682,541.32,
2021/12/30,15564,15564,544.31,
2022/01/04,16606,16606,584.04,
2022/01/05,16704,16704,550.47,
2022/01/06,14802,14802,471.53,
2022/01/07,14691,14691,486.89,
2022/01/11,14024,14024,482.92,
2022/01/12,15283,15283,548.30,
2022/01/13,14847,14847,505.59,
2022/01/14,14048,14048,486.37,
2022/01/17,14366,14366,549.34,
2022/01/18,14170,14170,522.01,
2022/01/19,12586,12586,459.70,
2022/01/20,13111,13111,536.84,
2022/01/21,12565,12565,507.70,
2022/01/24,12680,12680,546.69,
2022/01/25,11654,11654,509.22,
2022/01/26,11562,11562,528.26,
2022/01/27,10100,10100,471.14,
2022/01/28,10905,10905,533.50,
2022/01/31,11500,11500,552.69,
2022/02/01,11463,11463,544.18,
2022/02/02,12398,12398,584.42,
2022/02/03,11741,11741,540.15,
2022/02/04,12129,12129,563.81,
2022/02/07,11768,11768,550.82,
2022/02/08,11879,11879,561.36,
2022/02/09,12384,12384,574.76,
2022/02/10,12675,12675,555.12,
2022/02/14,11491,11491,494.40,
2022/02/15,11022,11022,499.01,
2022/02/16,12062,12062,555.29,
2022/02/17,11552,11552,505.29,
2022/02/18,11424,11424,502.30,
2022/02/21,11151,11151,503.99,
2022/02/22,10246,10246,474.10,
2022/02/24,9420,9420,447.71,
2022/02/25,10310,10310,497.68,
2022/02/28,10410,10410,505.71,
2022/03/01,10949,10949,539.83,
2022/03/02,10037,10037,481.41,
2022/03/03,10528,10528,522.74,
2022/03/04,9567,9567,468.78,
2022/03/07,8166,8166,426.62,
2022/03/08,7347,7347,402.87,
2022/03/09,7529,7529,415.22,
2022/03/10,8846,8846,491.28,
2022/03/11,8216,8216,442.98,
2022/03/14,8159,8159,453.95,
2022/03/15,8270,8270,454.94,
2022/03/16,8938,8938,491.50,
2022/03/17,10191,10191,552.94,
2022/03/18,10668,10668,544.67,
2022/03/22,11250,11250,564.89,
2022/03/23,12657,12657,612.68,
2022/03/24,12618,12618,577.15,
2022/03/25,12755,12755,583.46,
2022/03/28,12243,12243,539.34,
2022/03/29,12754,12754,562.63,
2022/03/30,12911,12911,545.64,
2022/03/31,12572,12572,544.52,
2022/04/01,12241,12241,530.75,
2022/04/04,12487,12487,543.80,
2022/04/05,12506,12506,544.31,
2022/04/06,11787,11787,508.87,
2022/04/07,10812,10812,477.58,
2022/04/08,11053,11053,499.90,
2022/04/11,10669,10669,487.23,
2022/04/12,9816,9816,450.53,
2022/04/13,10710,10710,504.62,
2022/04/14,11240,11240,529.29,
2022/04/15,11045,11045,508.85,
2022/04/18,10465,10465,485.54,
2022/04/19,10971,10971,519.17,
2022/04/20,11197,11197,527.92,
2022/04/21,11800,11800,544.22,
2022/04/22,11024,11024,499.83,
2022/04/25,10048,10048,465.86,
2022/04/26,10226,10226,489.32,
2022/04/27,9794,9794,470.30,
2022/04/28,10553,10553,535.29,
2022/05/02,10450,10450,511.40,
2022/05/06,10951,10951,534.79,
2022/05/09,9702,9702,468.70,
2022/05/10,9513,9513,476.53,
2022/05/11,9482,9482,503.94,
2022/05/12,8737,8737,463.67,
2022/05/13,9634,9634,527.68,
2022/05/16,9774,9774,519.24,
2022/05/17,10012,10012,518.50,
2022/05/18,10383,10383,534.49,
2022/05/19,9568,9568,481.45,
2022/05/20,10192,10192,526.84,
2022/05/23,10647,10647,541.31,
2022/05/24,10123,10123,505.16,
2022/05/25,10025,10025,497.04,
2022/05/26,9912,9912,495.56,
2022/05/27,10232,10232,511.99,
2022/05/30,11197,11197,551.20,
2022/05/31,10951,10951,512.74,
2022/06/01,11365,11365,529.01,
2022/06/02,11294,11294,519.04,
2022/06/03,11878,11878,544.81,
2022/06/06,12090,12090,537.07,
2022/06/07,12299,12299,530.98,
2022/06/08,12638,12638,533.04,
2022/06/09,12812,12812,525.13,
2022/06/10,12065,12065,483.51,
2022/06/13,10202,10202,418.55,
2022/06/14,9908,9908,424.53,
2022/06/15,9302,9302,444.20,0
2022/06/16,9528,9528,479.59,
2022/06/17,8528,8528,437.07,
2022/06/20,8527,8527,480.06,
2022/06/21,9169,9169,539.26,
2022/06/22,8974,8974,524.81,
2022/06/23,9003,9003,518.92,
2022/06/24,9536,9536,550.45,
2022/06/27,9982,9982,572.05,
2022/06/28,10463,10463,575.83,
2022/06/29,9819,9819,520.42,
2022/06/30,9342,9342,496.13,
2022/07/01,8508,8508,459.92,
2022/07/04,9001,9001,511.35,
2022/07/05,9237,9237,524.55,
2022/07/06,8722,8722,486.24,
2022/07/07,9429,9429,528.94,
2022/07/08,9612,9612,525.05,
2022/07/11,9673,9673,512.87,
2022/07/12,9095,9095,457.90,
2022/07/13,9332,9332,480.20,
2022/07/14,9727,9727,499.42,
2022/07/15,9820,9820,498.49,
2022/07/19,10086,10086,497.75,
2022/07/20,11299,11299,543.41,
2022/07/21,11473,11473,517.98,
2022/07/22,11668,11668,515.72,
2022/07/25,11324,11324,484.16,
2022/07/26,11236,11236,480.21,
2022/07/27,11428,11428,489.73,
2022/07/28,11515,11515,495.30,
2022/07/29,11408,11408,485.76,
2022/08/01,11851,11851,504.17,
2022/08/02,11251,11251,468.89,
2022/08/03,11321,11321,477.17,
2022/08/04,11742,11742,494.02,
2022/08/05,12138,12138,503.82,
2022/08/08,12266,12266,498.60,
2022/08/09,11742,11742,472.46,
2022/08/10,11434,11434,465.58,
2022/08/12,12760,12760,526.52,
2022/08/15,13374,13374,517.62,
2022/08/16,13353,13353,497.01,
2022/08/17,14029,14029,513.51,
2022/08/18,13511,13511,480.50,
2022/08/19,13490,13490,481.46,
2022/08/22,13048,13048,462.57,
2022/08/23,12424,12424,445.55,
2022/08/24,12291,12291,448.12,
2022/08/25,12645,12645,467.17,
2022/08/26,12834,12834,479.47,
2022/08/29,11476,11476,424.66,
2022/08/30,11982,11982,467.25,
2022/08/31,11834,11834,461.36,
2022/09/01,10949,10949,437.60,
2022/09/02,11000,11000,458.18,
2022/09/05,10966,10966,461.68,
2022/09/06,10912,10912,464.33,
2022/09/07,10656,10656,455.78,
2022/09/08,11626,11626,509.50,
2022/09/09,11967,11967,500.95,
2022/09/12,12441,12441,505.09,
2022/09/13,12706,12706,497.25,
2022/09/14,11260,11260,434.37,
2022/09/15,11311,11311,459.23,
2022/09/16,10732,10732,437.62,
2022/09/20,10899,10899,464.51,
2022/09/21,10333,10333,442.81,
2022/09/22,10186,10186,461.89,
2022/09/26,8842,8842,431.14,
2022/09/27,9013,9013,472.36,
2022/09/28,8424,8424,454.10,
2022/09/29,9006,9006,521.24,
2022/09/30,8409,8409,488.77,
2022/10/03,8810,8810,546.67,
2022/10/04,9787,9787,607.57,
2022/10/05,10053,10053,587.48,
2022/10/06,10388,10388,556.89,
2022/10/07,10076,10076,511.23,
2022/10/11,9005,9005,455.40,
2022/10/12,8946,8946,473.92,
2022/10/13,8698,8698,469.26,
2022/10/14,9888,9888,545.36,
2022/10/17,9383,9383,488.39,
2022/10/18,10082,10082,540.20,
2022/10/19,10145,10145,537.82,
2022/10/20,9776,9776,492.61,
2022/10/21,9620,9620,498.61,
2022/10/24,9711,9711,505.57,
2022/10/25,10176,10176,523.36,
2022/10/26,10465,10465,526.86,
2022/10/27,10235,10235,495.84,
2022/10/28,9768,9768,477.29,
2022/10/31,10604,10604,526.88,
2022/11/01,10835,10835,522.21,
2022/11/02,10751,10751,507.29,
2022/11/04,9995,9995,466.37,
2022/11/07,10561,10561,524.01,
2022/11/08,11120,11120,534.82,
2022/11/09,10709,10709,492.93,
2022/11/10,10341,10341,475.52,
2022/11/11,11697,11697,553.36,
2022/11/14,11143,11143,482.74,
2022/11/15,11262,11262,492.30,
2022/11/16,11279,11279,499.97,
2022/11/17,11175,11175,496.01,
2022/11/18,11003,11003,492.17,
2022/11/21,11155,11155,494.96,
2022/11/22,11411,11411,506.88,
2022/11/24,11848,11848,506.31,
2022/11/25,11776,11776,482.60,
2022/11/28,11472,11472,475.79,
2022/11/29,11296,11296,474.97,
2022/11/30,11261,11261,492.01,
2022/12/01,11621,11621,521.42,
2022/12/02,10754,10754,458.50,
2022/12/05,10882,10882,503.12,
2022/12/06,10929,10929,504.10,
2022/12/07,10556,10556,477.00,
2022/12/08,10408,10408,482.08,
2022/12/09,10991,10991,527.21,
2022/12/12,10854,10854,488.82,
2022/12/13,11055,11055,503.52,
2022/12/14,11379,11379,508.93,
2022/12/15,11169,11169,487.25,
2022/12/16,10325,10325,451.02,
2022/12/19,9924,9924,478.35,
2022/12/20,8833,8833,458.44,
2022/12/21,8552,8552,491.80,
2022/12/22,8719,8719,534.21,
2022/12/23,8309,8309,518.35,
2022/12/26,8607,8607,564.55,
2022/12/27,8593,8593,564.27,
2022/12/28,8410,8410,548.69,
2022/12/29,8066,8066,539.05,
2022/12/30,8196,8196,564.98,
2023/01/04,7560,7560,503.10,
2023/01/05,7775,7775,538.07,
2023/01/06,7968,7968,551.24,
2023/01/10,8270,8270,573.25,
2023/01/11,8609,8609,593.79,
2023/01/12,8553,8553,577.37,
2023/01/13,8146,8146,542.63,
2023/01/16,7730,7730,518.28,
2023/01/17,8207,8207,568.41,
2023/01/18,9002,9002,624.16,
2023/01/19,8438,8438,547.92,
2023/01/20,8700,8700,565.08,
2023/01/23,9192,9192,599.39,
2023/01/24,9766,9766,592.68,
2023/01/25,9843,9843,531.29,
2023/01/26,9935,9935,509.84,
2023/01/27,9903,9903,504.87,
2023/01/30,9918,9918,496.54,
2023/01/31,9808,9808,474.40,
2023/02/01,9823,9823,473.48,
2023/02/02,9946,9946,478.40,
2023/02/03,10102,10102,482.44,
2023/02/06,10402,10402,483.53,
2023/02/07,10272,10272,464.50,
2023/02/08,10272,10272,459.01,
2023/02/09,10159,10159,459.00,
2023/02/10,10350,10350,474.48,
2023/02/13,10011,10011,448.33,
2023/02/14,10292,10292,465.74,
2023/02/15,10003,10003,442.38,
2023/02/16,10365,10365,460.48,
2023/02/17,10026,10026,429.72,
2023/02/20,10119,10119,441.07,
2023/02/21,10009,10009,434.57,
2023/02/22,9507,9507,413.56,
2023/02/24,9879,9879,450.52,
2023/02/27,9924,9924,434.60,
2023/02/28,10017,10017,440.05,
2023/03/01,10111,10111,441.15,
2023/03/02,10095,10095,437.67,
2023/03/03,10694,10694,462.19,
2023/03/06,11278,11278,448.92,
2023/03/07,11405,11405,433.60,
2023/03/08,11563,11563,422.65,
2023/03/09,11934,11934,428.63,
2023/03/10,11013,11013,380.74,
2023/03/13,10652,10652,370.56,
2023/03/14,9417,9417,350.32,
2023/03/15,9641,9641,384.39,
2023/03/16,9165,9165,377.75,
2023/03/17,9587,9587,425.71,
2023/03/20,9038,9038,393.64,
2023/03/22,9853,9853,446.40,
2023/03/23,9681,9681,422.77,
2023/03/24,9773,9773,433.49,
2023/03/27,9911,9911,439.35,
2023/03/28,9942,9942,433.80,
2023/03/29,10410,10410,450.77,
2023/03/30,10749,10749,427.32,
2023/03/31,11151,11151,443.29,
2023/04/03,11509,11509,428.30,
2023/04/04,11526,11526,419.67,
2023/04/05,10751,10751,381.04,
2023/04/06,10269,10269,371.73,
2023/04/07,10285,10285,386.80,
2023/04/10,10492,10492,400.95,
2023/04/11,10930,10930,422.85,
2023/04/12,11181,11181,412.98,
2023/04/13,11352,11352,406.77,
2023/04/14,11749,11749,413.23,
2023/04/17,11945,11945,391.90,
2023/04/18,12160,12160,391.85,
2023/04/19,12031,12031,374.82,
2023/04/20,12158,12158,376.70,
2023/04/21,11994,11994,368.71,
2023/04/24,12047,12047,368.92,
2023/04/25,12100,12100,367.98,
2023/04/26,11718,11718,354.45,
2023/04/27,11770,11770,361.15,
2023/04/28,12536,12536,390.47,
2023/05/01,13074,13074,400.78,
2023/05/02,13016,13016,383.68,
2023/05/08,12666,12666,362.86,
2023/05/09,13211,13211,383.54,
2023/05/10,13016,13016,374.05,
2023/05/11,12977,12977,375.23,
2023/05/12,13552,13552,393.73,
2023/05/15,14044,14044,389.61,
2023/05/16,14388,14388,389.98,
2023/05/17,14843,14843,390.01,
2023/05/18,15972,15972,410.42,
2023/05/19,16667,16667,401.87,
2023/05/22,16965,16965,384.73,
2023/05/23,16540,16540,365.05,
2023/05/24,15986,15986,337.20,
2023/05/25,16484,16484,337.47,
2023/05/26,16781,16781,343.97,
2023/05/29,17572,17572,355.58,
2023/05/30,17765,17765,358.97,
2023/05/31,16479,16479,336.69,
2023/06/01,17166,17166,356.26,
2023/06/02,18113,18113,379.44,
2023/06/05,19809,19809,400.53,
2023/06/06,20303,20303,398.61,
2023/06/07,18799,18799,368.60,
2023/06/08,18263,18263,359.48,
2023/06/09,19751,19751,388.06,
2023/06/12,20330,20330,393.17,
2023/06/13,21977,21977,411.12,
2023/06/14,23474,23474,420.08,
2023/06/15,23052,23052,410.01,0
2023/06/16,23761,23761,418.30,
2023/06/19,23019,23019,409.41,
2023/06/20,22813,22813,421.67,
2023/06/21,23489,23489,449.49,
2023/06/22,22287,22287,426.09,
2023/06/23,20847,20847,395.77,
2023/06/26,20789,20789,392.97,
2023/06/27,20566,20566,386.89,
2023/06/28,22113,22113,411.36,
2023/06/29,22226,22226,412.93,
2023/06/30,22195,22195,397.39,
2023/07/03,23566,23566,431.77,
2023/07/04,22569,22569,388.11,
2023/07/05,22568,22568,397.33,
2023/07/06,20852,20852,378.10,
2023/07/07,20029,20029,375.84,
2023/07/10,19256,19256,379.09,
2023/07/11,19514,19514,394.55,
2023/07/12,18730,18730,378.17,
2023/07/13,20246,20246,411.18,
2023/07/14,19711,19711,402.39,
2023/07/18,19813,19813,399.23,
2023/07/19,21403,21403,431.23,
2023/07/20,19822,19822,394.49,
2023/07/21,19451,19451,389.95,
2023/07/24,20326,20326,415.80,
2023/07/25,20407,20407,404.34,
2023/07/26,20298,20298,406.46,
2023/07/27,21158,21158,423.33,
2023/07/28,20740,20740,408.88,
2023/07/31,22063,22063,453.01,
2023/08/01,22489,22489,425.24,
2023/08/02,20180,20180,361.11,
2023/08/03,19043,19043,364.02,
2023/08/04,18967,18967,396.38,
2023/08/07,19396,19396,433.00,
2023/08/08,19318,19318,436.71,
2023/08/09,19137,19137,421.60,
2023/08/10,20003,20003,445.58,
2023/08/14,18763,18763,411.68,
2023/08/15,19161,19161,432.12,
2023/08/16,17834,17834,397.36,
2023/08/17,17689,17689,413.86,
2023/08/18,17210,17210,419.48,
2023/08/21,17278,17278,427.24,
2023/08/22,18273,18273,449.23,
2023/08/23,18395,18395,447.45,
2023/08/24,19012,19012,459.87,
2023/08/25,17511,17511,410.84,
2023/08/28,18785,18785,460.96,
2023/08/29,18884,18884,449.09,
2023/08/30,19060,19060,435.00,
2023/08/31,19899,19899,439.01,
2023/09/01,20134,20134,428.79,
2023/09/04,20868,20868,428.11,
2023/09/05,20837,20837,423.17,
2023/09/06,21604,21604,432.92,
2023/09/07,20901,20901,403.52,
2023/09/08,19935,19935,380.23,
2023/09/11,19565,19565,387.35,
2023/09/12,20446,20446,413.58,
2023/09/13,19989,19989,403.53,
2023/09/14,21392,21392,432.99,
2023/09/15,22241,22241,426.97,
2023/09/19,21545,21545,376.22,
2023/09/20,21125,21125,380.98,
2023/09/21,19803,19803,373.23,
2023/09/22,19438,19438,392.93,
2023/09/25,19978,19978,447.71,
2023/09/26,18919,18919,426.40,
2023/09/27,19096,19096,440.02,
2023/09/28,18331,18331,433.66,
2023/09/29,18340,18340,466.82,
2023/10/02,18239,18239,480.67,
2023/10/03,16713,16713,446.12,
2023/10/04,14890,14890,421.00,
2023/10/05,16187,16187,485.75,
2023/10/06,16187,16187,496.22,
2023/10/10,17772,17772,551.11,
2023/10/11,18181,18181,550.05,
2023/10/12,20007,20007,593.45,
2023/10/13,18984,18984,519.75,
2023/10/16,17532,17532,469.75,
2023/10/17,18386,18386,504.04,
2023/10/18,18385,18385,497.56,
2023/10/19,16808,16808,460.99,
2023/10/20,16393,16393,464.96,
2023/10/23,15895,15895,463.91,
2023/10/24,16225,16225,486.67,
2023/10/25,16424,16424,512.22,
2023/10/26,14953,14953,467.73,
2023/10/27,15892,15892,523.71,
2023/10/30,15142,15142,498.45,
2023/10/31,15460,15460,516.84,
2023/11/01,17071,17071,585.85,
2023/11/02,17717,17717,576.91,
2023/11/06,19605,19605,592.85,
2023/11/07,18570,18570,492.47,
2023/11/08,18248,18248,480.80,
2023/11/09,19371,19371,512.14,
2023/11/10,19318,19318,492.04,
2023/11/13,19291,19291,493.03,
2023/11/14,19646,19646,477.60,
2023/11/15,21558,21558,512.17,
2023/11/16,21557,21557,438.79,
2023/11/17,21971,21971,441.82,
2023/11/20,21183,21183,415.27,
2023/11/21,21264,21264,420.29,
2023/11/22,21510,21510,430.55,
2023/11/24,21950,21950,434.32,
2023/11/27,21498,21498,404.40,
2023/11/28,21331,21331,406.26,
2023/11/29,21027,21027,406.22,
2023/11/30,21651,21651,419.48,
2023/12/01,21429,21429,418.58,
2023/12/04,20710,20710,403.61,
2023/12/05,19689,19689,385.87,
2023/12/06,21438,21438,436.66,
2023/12/07,19994,19994,392.77,
2023/12/08,18286,18286,379.99,
2023/12/11,19540,19540,446.64,
2023/12/12,19514,19514,426.45,
2023/12/13,19821,19821,423.76,
2023/12/14,19016,19016,403.49,
2023/12/15,19948,19948,434.01,
2023/12/18,19450,19450,409.05,
2023/12/19,20544,20544,461.51,
2023/12/20,21796,21796,471.23,
2023/12/21,20442,20442,386.63,
2023/12/22,20284,20284,409.16,
2023/12/25,20652,20652,414.64,
2023/12/26,20704,20704,412.60,
2023/12/27,21722,21722,436.20,
2023/12/28,21386,21386,386.35,
2023/12/29,21305,21305,398.12,
2024/01/04,20698,20698,399.93,
2024/01/05,20938,20938,431.72,
2024/01/09,22129,22129,440.65,
2024/01/10,24077,24077,431.39,
2024/01/11,26485,26485,414.74,
2024/01/12,27634,27634,419.49,
2024/01/15,28930,28930,416.78,
2024/01/16,27725,27725,400.86,
2024/01/17,27191,27191,392.61,
2024/01/18,27521,27521,399.16,
2024/01/19,28883,28883,421.40,
2024/01/22,30984,30984,444.87,
2024/01/23,30728,30728,455.58,
2024/01/24,29716,29716,434.82,
2024/01/25,29574,29574,449.49,
2024/01/26,27683,27683,434.11,
2024/01/29,28882,28882,471.00,
2024/01/30,28743,28743,470.12,
2024/01/31,30014,30014,486.73,
2024/02/01,28426,28426,472.33,
2024/02/02,29106,29106,498.48,
2024/02/05,30001,30001,500.84,
2024/02/06,28933,28933,468.16,
2024/02/07,29104,29104,481.59,
2024/02/08,31629,31629,534.72,
2024/02/09,31739,31739,470.52,
2024/02/13,36344,36344,503.68,
2024/02/14,34857,34857,486.98,
2024/02/15,36315,36315,530.59,
2024/02/16,38249,38249,552.30,
2024/02/19,37863,37863,547.02,
2024/02/20,37819,37819,583.99,
2024/02/21,36896,36896,581.12,
2024/02/22,40339,40339,655.30,
2024/02/26,40820,40820,627.02,
2024/02/27,40997,40997,604.02,
2024/02/28,40549,40549,604.81,
2024/02/29,40947,40947,618.85,
2024/03/01,44262,44262,692.78,
2024/03/04,44971,44971,669.02,
2024/03/05,44996,44996,653.22,
2024/03/06,44754,44754,670.16,
2024/03/07,42348,42348,656.78,
2024/03/08,43038,43038,677.99,
2024/03/11,38483,38483,606.96,
2024/03/12,38310,38310,633.04,
2024/03/13,37705,37705,648.38,
2024/03/14,38718,38718,661.54,
2024/03/15,37856,37856,644.45,
2024/03/18,42665,42665,730.16,
2024/03/19,43036,43036,714.66,
2024/03/21,47608,47608,768.46,
2024/03/22,48264,48264,721.35,
2024/03/25,45205,45205,635.14,
2024/03/26,45590,45590,646.09,
2024/03/27,46760,46760,678.82,
2024/03/28,45755,45755,606.45,
2024/03/29,46506,46506,669.70,
2024/04/01,43927,43927,640.06,
2024/04/02,44160,44160,694.82,
2024/04/03,42311,42311,677.62,
2024/04/04,43638,43638,726.62,
2024/04/05,39665,39665,643.91,
2024/04/08,41440,41440,745.35,
2024/04/09,43247,43247,761.48,
2024/04/10,42124,42124,725.47,
2024/04/11,41481,41481,719.24,
2024/04/12,42112,42112,752.01,
2024/04/15,40637,40637,718.42,
2024/04/16,36910,36910,687.72,
2024/04/17,34639,34639,680.58,
2024/04/18,35947,35947,716.02,
2024/04/19,31641,31641,646.10,
2024/04/22,32834,32834,720.59,
2024/04/23,33286,33286,736.99,
2024/04/24,36665,36665,813.06,
2024/04/25,33265,33265,730.44,
2024/04/26,34363,34363,767.32,
2024/04/30,36586,36586,814.72,
2024/05/01,35524,35524,779.16,
2024/05/02,35443,35443,780.17,
2024/05/07,38194,38194,845.39,
2024/05/08,35366,35366,759.76,
2024/05/09,34689,34689,764.84,
2024/05/10,35472,35472,780.83,
2024/05/13,34990,34990,766.39,
2024/05/14,35740,35740,784.29,
2024/05/15,36020,36020,787.40,
2024/05/16,38075,38075,825.69,
2024/05/17,37442,37442,787.90,
2024/05/20,38812,38812,821.19,
2024/05/21,38255,38255,782.44,
2024/05/22,36901,36901,750.31,
2024/05/23,38868,38868,811.54,
2024/05/24,36727,36727,741.26,
2024/05/27,38067,38067,788.97,
2024/05/28,37731,37731,771.56,
2024/05/29,36225,36225,745.77,
2024/05/30,34237,34237,708.11,
2024/05/31,36121,36121,788.66,
2024/06/03,37932,37932,806.39,
2024/06/04,37134,37134,747.30,
2024/06/05,36183,36183,730.99,
2024/06/06,37149,37149,777.60,
2024/06/07,36695,36695,740.29,
2024/06/10,38134,38134,773.78,
2024/06/11,38913,38913,761.15,
2024/06/12,37934,37934,716.05,
2024/06/13,36933,36933,717.20,
2024/06/14,37424,37424,734.69,
2024/06/17,33940,33940,668.45,0
2024/06/18,35466,35466,776.85,
2024/06/19,35824,35824,754.58,
2024/06/20,36304,36304,750.63,
2024/06/21,36262,36262,752.00,
2024/06/24,36823,36823,751.92,
2024/06/25,38502,38502,758.06,
2024/06/26,40491,40491,767.83,
2024/06/27,39563,39563,685.49,
2024/06/28,40292,40292,709.07,
2024/07/01,40681,40681,698.11,
2024/07/02,42621,42621,730.67,
2024/07/03,44860,44860,724.55,
2024/07/04,46241,46241,694.84,
2024/07/05,46093,46093,640.53,
2024/07/08,46039,46039,612.56,
2024/07/09,49765,49765,657.00,
2024/07/10,51409,51409,644.40,
2024/07/11,53664,53664,681.27,
2024/07/12,47085,47085,590.89,
2024/07/16,47421,47421,629.34,
2024/07/17,46629,46629,627.04,
2024/07/18,42506,42506,576.47,
2024/07/19,41607,41607,597.26,
2024/07/22,39097,39097,580.89,
2024/07/23,39351,39351,604.63,
2024/07/24,37550,37550,583.72,
2024/07/25,31818,31818,511.00,
2024/07/26,31677,31677,580.47,
2024/07/29,34404,34404,674.21,
2024/07/30,34558,34558,689.70,
2024/07/31,37405,37405,763.34,
2024/08/01,32178,32178,662.13,
2024/08/02,24834,24834,540.17,
2024/08/05,11543,11543,278.76,
2024/08/06,15453,15453,433.24,
2024/08/07,17101,17101,499.43,
2024/08/08,16492,16492,492.43,
2024/08/09,17043,17043,513.63,
2024/08/13,19490,19490,584.22,
2024/08/14,19858,19858,591.37,
2024/08/15,20491,20491,610.27,
2024/08/16,23951,23951,713.99,
2024/08/19,21488,21488,625.22,
2024/08/20,23754,23754,692.62,
2024/08/21,23459,23459,667.16,
2024/08/22,24146,24146,694.24,
2024/08/23,24632,24632,696.90,
2024/08/26,23613,23613,666.14,
2024/08/27,24306,24306,693.03,
2024/08/28,24496,24496,694.51,
2024/08/29,24440,24440,688.10,
2024/08/30,25427,25427,716.00,
2024/09/02,25369,25369,702.15,
2024/09/03,25650,25650,710.07,
2024/09/04,20572,20572,568.12,
2024/09/05,19639,19639,557.94,
2024/09/06,19061,19061,559.05,
2024/09/09,18782,18782,559.46,
2024/09/10,18588,18588,579.99,
2024/09/11,17683,17683,550.18,
2024/09/12,20008,20008,629.75,
2024/09/13,19210,19210,601.97,
2024/09/17,18564,18564,577.27,
2024/09/18,18939,18939,598.91,
2024/09/19,20524,20524,648.31,
2024/09/20,22057,22057,677.47,
2024/09/24,22788,22788,686.59,
2024/09/25,22374,22374,669.49,
2024/09/26,24930,24930,743.70,
2024/09/27,28227,28227,792.75,
2024/09/30,22424,22424,620.21,
2024/10/01,24514,24514,699.23,
2024/10/02,21760,21760,619.78,
2024/10/03,23877,23877,698.15,
2024/10/04,23770,23770,664.57,
2024/10/07,25925,25925,715.95,
2024/10/08,24765,24765,654.29,
2024/10/09,25665,25665,694.09,
2024/10/10,25721,25721,685.07,
2024/10/11,26567,26567,697.80,
2024/10/15,27428,27428,707.03,
2024/10/16,25298,25298,629.14,
2024/10/17,25048,25048,664.99,
2024/10/18,24801,24801,667.54,
2024/10/21,24826,24826,662.16,
2024/10/22,23213,23213,618.53,
2024/10/23,22278,22278,605.90,
2024/10/24,22505,22505,606.03,
2024/10/25,22121,22121,604.23,
2024/10/28,23762,23762,662.80,
2024/10/29,24553,24553,682.20,
2024/10/30,25953,25953,715.35,
2024/10/31,24744,24744,661.48,
2024/11/01,22161,22161,598.19,
2024/11/05,23505,23505,665.08,
2024/11/06,26229,26229,739.28,
2024/11/07,24929,24929,667.91,
2024/11/08,25647,25647,673.30,
2024/11/11,25783,25783,661.70,
2024/11/12,25390,25390,644.55,
2024/11/13,23294,23294,593.39,
2024/11/14,23111,23111,607.38,
2024/11/15,23342,23342,618.93,
2024/11/18,22280,22280,586.34,
2024/11/19,22678,22678,622.21,
2024/11/20,22728,22728,627.06,
2024/11/21,21715,21715,609.58,
2024/11/22,22449,22449,647.34,
2024/11/25,23449,23449,671.27,
2024/11/26,22796,22796,644.94,
2024/11/27,21808,21808,636.12,
2024/11/28,22496,22496,671.20,
2024/11/29,21967,21967,643.50,
2024/12/02,22708,22708,670.07,
2024/12/03,24439,24439,711.13,
2024/12/04,24761,24761,644.90,
2024/12/05,25085,25085,652.98,
2024/12/06,24100,24100,608.98,
2024/12/09,24577,24577,631.42,
2024/12/10,25115,25115,643.12,
2024/12/11,25117,25117,637.12,
2024/12/12,26208,26208,670.84,
2024/12/13,25241,25241,584.17,
2024/12/16,25211,25211,599.47,
2024/12/17,25046,25046,599.80,
2024/12/18,24499,24499,587.96,
2024/12/19,24178,24178,594.53,
2024/12/20,23210,23210,606.24,
2024/12/23,24447,24447,641.97,
2024/12/24,24259,24259,635.89,
2024/12/25,24471,24471,639.25,
2024/12/26,25247,25247,660.36,
2024/12/27,27286,27286,670.52,
2024/12/30,26319,26319,575.44,
2025/01/06,24727,24727,551.44,
2025/01/07,26509,26509,629.44,
2025/01/08,26393,26393,554.40,
2025/01/09,25258,25258,535.34,
2025/01/10,24407,24407,539.28,
2025/01/14,22406,22406,524.00,
2025/01/15,22131,22131,599.64,
2025/01/16,22830,22830,628.10,
2025/01/17,22325,22325,614.56,
2025/01/20,23417,23417,662.64,
2025/01/21,23545,23545,642.96,
2025/01/22,25158,25158,676.70,
2025/01/23,26006,26006,629.43,
2025/01/24,26145,26145,565.93,
2025/01/27,24845,24845,518.40,
2025/01/28,23725,23725,501.39,
2025/01/29,25077,25077,566.39,
2025/01/30,24613,24613,560.83,
2025/01/31,25177,25177,573.71,
2025/02/03,22371,22371,505.32,
2025/02/04,22791,22791,583.17,
2025/02/05,22714,22714,584.11,
2025/02/06,23600,23600,612.28,
2025/02/07,22953,22953,591.28,
2025/02/10,22748,22748,597.77,
2025/02/12,23353,23353,626.28,
2025/02/13,24482,24482,655.17,
2025/02/14,23598,23598,568.81,
2025/02/17,23830,23830,585.46,
2025/02/18,24065,24065,592.95,
2025/02/19,23748,23748,575.62,
2025/02/20,22548,22548,548.57,
2025/02/21,22747,22747,612.26,
2025/02/25,21358,21358,582.84,
2025/02/26,21310,21310,631.33,
