date,sbi-sp_start_100,rakuten-vti_start_100
2025-09-26,154.37457056411296,152.9174881496707
2025-09-29,154.6831977493304,153.27824153697722
2025-09-30,154.72996002684198,153.28663115063551
2025-10-01,154.55694098554,153.05172196820337
2025-10-02,154.07997053781156,152.56512437602248
2025-10-03,154.472769688303,153.00557909308276
2025-10-06,156.96984672595755,155.55602164520323
2025-10-07,158.22773715028376,156.86480137589663
2025-10-08,159.58850360116307,158.01837325391165
2025-10-09,160.95862356878524,159.5159192919166
2025-10-10,160.89315686782112,159.32715298460508
2025-10-14,158.32593600324876,156.91094425101724
2025-10-15,157.25509220205336,156.01745039640923
2025-10-16,156.96984561775713,155.7825412139771
2025-10-17,155.37059444874512,153.97877427744453
2025-10-20,157.07739791588452,155.54763203154496
2025-10-21,158.25579412582346,156.8228533076052
2025-10-22,159.44354184212835,158.0015940265951
2025-10-23,159.20973383237106,157.61147699148455
2025-10-24,160.55647304988568,159.06707496119802
2025-10-27,162.20248677264,160.69046520407736
2025-10-28,163.6801579152382,162.02441377574564
2025-10-29,163.07693106125737,161.24417970552457
2025-10-30,164.4283463274234,162.40614119719788
2025-10-31,164.06828113463564,162.02860858257478
2025-11-04,165.15783069804297,163.15281681278577
2025-11-05,162.3147162667566,160.2542052938462
2025-11-06,163.38556001382474,161.51264734258987
2025-11-07,160.8136637995459,158.84894500608246
2025-11-10,161.7021367781255,159.90603632702712
2025-11-11,164.66215583866102,162.69977767523804
2025-11-12,164.95207814306775,163.01438818742398
2025-11-13,165.83119849113513,163.8659339737405
2025-11-14,162.84312260838703,160.66529636310247
2025-11-17,162.75895225517317,160.593984647007
2025-11-18,161.89853681961335,159.58303620118292
2025-11-19,160.78093017313776,158.70212676706237
2025-11-20,163.16577924011224,161.01346532992156
2025-11-21,160.90250997958822,158.65178908511263
2025-11-25,164.2553272944636,162.23834892403204
2025-11-26,165.26538093604216,163.4590377113134
2025-11-27,165.90134030107595,164.08825873568523
2025-11-28,166.6635574189552,164.84332396493141
2025-12-01,166.7711087458288,164.95658374931836
2025-12-02,165.83119678320386,163.97080414446913
2025-12-03,166.2614043654587,164.31477830445908
2025-12-04,166.2567274321539,164.47837577079576
2025-12-05,166.20528926325366,164.5454926800621
2025-12-08,166.6448490676624,164.89785645371032
2025-12-09,166.99556148476776,165.25022022735854
2025-12-10,167.76245353181864,165.984311422459
2025-12-11,167.76245353181864,166.13532446830823
2025-12-12,168.00093792526133,166.52124669658963
2025-12-15,166.5185900495247,164.94819413566003
2025-12-16,165.32616541285316,163.6729728595998
2025-12-17,164.40963517682235,162.7501153571878
2025-12-18,163.57727522861995,161.9279332186753
2025-12-19,165.05494727285222,163.42547925668023
2025-12-22,168.4077645354877,166.75196107219264
2025-12-23,168.4825830530379,166.9323377658459
2025-12-24,168.6930110599678,166.9239481521876
2025-12-25,168.92681957329694,167.1714417551072
2025-12-26,169.5627800602127,167.800662779479
