date,rakuten-sp_start_100,fang_start_100
2026-03-05,177.32605177993528,217.16228167145698
2026-03-06,177.28559870550163,220.24651779792174
2026-03-09,176.3652912621359,220.13597170019898
2026-03-10,176.73948220064725,221.41277912889677
2026-03-11,176.94174757281553,221.5399071412779
2026-03-12,177.7609223300971,222.6204952465178
2026-03-13,175.24271844660194,220.29073623701083
2026-03-16,174.39320388349515,217.1512270616847
2026-03-17,176.11245954692555,218.5966172894097
2026-03-18,176.35517799352752,219.1631660402388
2026-03-19,174.70671521035598,217.6569754587663
2026-03-23,171.20752427184468,211.04631881494583
2026-03-24,172.04692556634305,213.10523988503206
2026-03-25,171.60194174757282,209.10899845235465
2026-03-26,173.47289644012943,210.96340924165378
2026-03-27,170.54004854368932,204.36933451249172
2026-03-30,168.1027508090615,200.31229272606677
2026-03-31,167.334142394822,197.22529294715895
2026-04-01,171.12661812297733,205.15421180632325
2026-04-02,172.19862459546925,207.98419190802565
2026-04-03,173.46278317152104,210.33882378952023
2026-04-06,173.53357605177993,210.42449701525533
2026-04-07,174.413430420712,211.8643599380942
2026-04-08,173.2200647249191,211.99148795047535
2026-04-09,177.87216828478964,217.65144815388018
2026-04-10,179.4093851132686,220.52841034711474
2026-04-13,179.87459546925567,223.19257130223303
2026-04-14,180.9668284789644,225.11330975016583
2026-04-15,182.7366504854369,231.79858500994914
