date,emaxis-sp_start_100,rakuten-sp_start_100
2026-03-04,177.30445355068224,177.1844660194175
2026-03-05,177.44855225829696,177.32605177993528
2026-03-06,177.4080244967803,177.28559870550163
2026-03-09,176.47138289728463,176.3652912621359
2026-03-10,176.8586481739992,176.73948220064725
2026-03-11,177.05678389696942,176.94174757281553
2026-03-12,177.87184221191518,177.7609223300971
2026-03-13,175.35912099788356,175.24271844660194
2026-03-16,174.50353492142116,174.39320388349515
2026-03-17,176.2192101589589,176.11245954692555
2026-03-18,176.4668798126717,176.35517799352752
2026-03-19,174.81875084432835,174.70671521035598
2026-03-23,171.32886026928446,171.20752427184468
2026-03-24,172.15742783806908,172.04692556634305
2026-03-25,171.72062863061197,171.60194174757282
2026-03-26,173.58940874499032,173.47289644012943
2026-03-27,170.65339757734048,170.54004854368932
2026-03-30,168.21272571711623,168.1027508090615
2026-03-31,167.4381951636871,167.334142394822
2026-04-01,171.23879857702525,171.12661812297733
2026-04-02,172.30602963029676,172.19862459546925
2026-04-03,173.57589949115143,173.46278317152104
2026-04-06,173.65695501418472,173.53357605177993
2026-04-07,174.52605034448598,174.413430420712
2026-04-08,173.34624217589047,173.2200647249191
2026-04-09,177.99342549646508,177.87216828478964
2026-04-10,179.5289773494844,179.4093851132686
2026-04-13,179.99279506461926,179.87459546925567
2026-04-14,181.08254154095556,180.9668284789644
2026-04-15,182.8522537938488,182.7366504854369
