date,fang_start_100,rakuten-nasdaq_start_100
2026-02-06,162.31791328086675,154.31
2026-02-09,165.24623029837696,157.77
2026-02-10,167.10602085866017,158.18
2026-02-12,161.63755411947875,154.89
2026-02-13,156.97954656941155,151.37
2026-02-16,156.53805959007826,151.79
2026-02-17,156.79186128351142,152.04
2026-02-18,157.2077548147674,151.75
2026-02-19,160.20005545247082,154.51
2026-02-20,160.36001450295393,154.26
2026-02-24,157.18002857935036,153.42
2026-02-25,159.054748651012,156.06
2026-02-26,163.0878495105253,158.6
2026-02-27,161.7591229978459,156.4
2026-03-02,162.82551666773307,156.67
2026-03-03,165.70051400174887,157.85
2026-03-04,165.96711241922068,156.31
2026-03-05,167.59016358478897,157.59
2026-03-06,169.97035425597713,157.98000000000002
2026-03-09,169.88504276238615,156.86
2026-03-10,170.8703905133619,157.95
2026-03-11,170.96849873099154,158.39000000000001
2026-03-12,171.8024185808433,159.3
2026-03-13,170.00447885341353,156.72
2026-03-16,167.58163243542987,155.92
2026-03-17,168.69708021413186,157.62
2026-03-18,169.1343016187856,158.24
2026-03-19,167.97193251860858,156.66
2026-03-23,162.87030520186832,152.93
2026-03-24,164.4592317700002,153.79
2026-03-25,161.37522127668652,152.78
2026-03-26,162.8063215816751,154.64
2026-03-27,157.7174909889735,151.02
2026-03-30,154.58655917418474,148.48
2026-03-31,152.2042357156568,147.23
2026-04-01,158.3232025934694,151.31
2026-04-02,160.50717682939833,152.96
2026-04-03,162.3243116428861,154.07999999999998
2026-04-06,162.3904280504191,154.14000000000001
2026-04-07,163.50161025444152,155.17000000000002
2026-04-08,163.59971847207115,154.06
2026-04-09,167.967666943929,158.79000000000002
2026-04-10,170.1878985646341,160.32
2026-04-13,172.2439055601766,161.12
2026-04-14,173.72619276131977,162.17
2026-04-15,178.88540533623393,164.76999999999998
2026-04-16,182.16776505214665,166.98999999999998
2026-04-17,183.38132104847827,168.42999999999998
2026-04-20,183.35786038774074,170.16
2026-04-21,181.38503209844947,169.64
2026-04-22,180.77932049395355,169.14000000000001
2026-04-23,186.33949708874528,172.23999999999998
2026-04-24,183.7844178556956,171.76
2026-04-27,186.71060208586601,174.78
2026-04-28,188.00733678844884,174.78
2026-04-30,187.0027939514151,174.95000000000002
2026-05-01,183.1680423145008,173.06
2026-05-07,190.0804060827095,179.44
2026-05-08,190.27448973062894,179.99
