ÇÖÇlÇ`ÇwÇhÇr ÇrÇåÇâÇç çëì‡äîéÆÅiì˙åoïΩãœÅj
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2026/06/02,33015,33015,,4503.54
2026/06/03,33840,33840,,4642.11
2026/06/04,33379,33379,,4575.57
2026/06/05,32942,32942,,4547.27
2026/06/08,31672,31672,,4400.39
2026/06/09,32361,32361,,4583.51
2026/06/10,31750,31750,,4510.74
2026/06/11,31768,31768,,4535.78
2026/06/12,32659,32659,,4675.21
2026/06/15,34290,34290,,4894.04
2026/06/16,34333,34333,,4855.88
2026/06/17,34580,34580,,4880.43
2026/06/18,35149,35149,,4962.18
2026/06/19,35247,35247,,4967.60
2026/06/22,35793,35793,,5048.71
2026/06/23,34522,34522,,4881.73
2026/06/24,34220,34220,,4863.88
2026/06/25,35797,35797,,5132.97
2026/06/26,34310,34310,,4911.37
2026/06/29,34386,34386,,4977.46
2026/06/30,34679,34679,,5054.78
2026/07/01,34883,34883,,5078.79
2026/07/02,34021,34021,,4961.78
2026/07/03,34522,34522,,5069.99
2026/07/06,34518,34518,,5077.72
2026/07/07,33785,33785,,4983.50
2026/07/08,33072,33072,,4917.84
2026/07/09,33531,33531,,5016.74
2026/07/10,33934,33934,,5081.50
2026/07/13,33282,33282,,4987.78
2026/07/14,33530,33530,,5055.48
2026/07/15,34029,34029,,5139.38
2026/07/16,33080,33080,,4997.25
2026/07/17,31747,31747,,4840.55
2026/07/21,32783,32783,,5093.04
2026/07/22,32724,32724,,5091.09
2026/07/23,32876,32876,,5112.42
2026/07/24,31979,31979,,4972.80
2026/07/27,32139,32139,,5023.17
2026/07/28,30867,30867,,4833.73
2026/07/29,30411,30411,,4800.42
2026/07/30,30622,30622,,4859.19
2026/07/31,31854,31854,,5062.75
2026/08/03,31557,31557,,5011.97
2026/08/04,31657,31657,,5054.07
2026/08/05,32817,32817,,5247.43
2026/08/06,32511,32511,,5186.95
2026/08/07,32473,32473,,5190.87
2026/08/10,33149,33149,,5314.95
2026/08/12,33422,33422,,5358.60
2026/08/13,33810,33810,,5418.97
2026/08/14,34010,34010,,5440.48
2026/08/17,34261,34261,,5472.86
2026/08/18,33390,33390,,5337.65
2026/08/19,32334,32334,,5184.68
2026/08/20,32774,32774,,5285.29
2026/08/21,32675,32675,,5276.54
2026/08/24,32432,32432,,5244.46
2026/08/25,32595,32595,,5279.95
2026/08/26,32796,32796,,5318.77
2026/08/27,32731,32731,,5309.00
2026/08/28,32884,32884,,5340.78
2026/08/31,32837,32837,,5332.66
2026/09/01,32789,32789,,5335.23
2026/09/02,31853,31853,,5193.49
2026/09/03,31798,31798,,5210.65
2026/09/04,32197,32197,,5283.87
2026/09/07,32880,32880,,5396.99
2026/09/08,32320,32320,,5305.38
2026/09/09,32257,32257,,5303.12
2026/09/10,32320,32320,,5316.92
2026/09/11,31697,31697,,5223.93
